customer_id,event_date,logins_last_week,projects_created,finished_tasks,active_users,num_opened_tickets,most_used_features
906,2023-05-10,17,4,98,5,1,"Attachments, Comments, SSO"
602,2025-07-04,1,7,36,10,0,"Comments, Attachments, Project Creation"
512,2024-03-29,39,0,97,18,0,"Comments, Attachments, Automations"
857,2024-10-31,23,7,1,5,5,"Attachments, SSO, API Access"
347,2022-09-06,30,8,72,7,0,"Attachments, API Access, Advanced Reports"
762,2022-06-04,30,10,98,6,0,"Attachments, API Access, SSO"
657,2020-12-01,20,0,18,3,1,"Attachments, Project Creation, Permission Control, Automations"
561,2025-10-30,32,5,42,16,0,Task Creation
258,2020-10-14,7,7,30,11,1,"Attachments, Comments, Advanced Reports"
73,2022-06-13,24,0,35,12,0,"Attachments, Project Creation, Task Creation"
683,2025-03-22,17,2,21,7,0,"Task Creation, Attachments"
132,2023-10-22,19,4,43,19,2,"Task Creation, Permission Control"
861,2021-12-27,48,1,53,13,0,Project Creation
271,2021-11-17,46,4,34,2,0,"Project Creation, Attachments, API Access"
222,2024-06-08,49,0,40,6,0,"Project Creation, SSO"
566,2022-02-12,1,7,10,6,0,"Comments, Task Creation, Automations, Dashboards"
344,2024-06-15,41,6,78,14,0,"Task Creation, Project Creation, Attachments"
615,2023-01-01,30,10,52,9,0,"Attachments, Comments, Project Creation"
379,2021-09-23,48,6,64,19,0,"Task Creation, Project Creation, Automations, Permission Control"
245,2022-01-27,49,3,98,19,3,"Attachments, Project Creation, API Access, Advanced Reports"
450,2024-06-25,6,9,89,8,0,"Attachments, Project Creation, Advanced Reports, SSO"
889,2023-10-20,30,4,24,18,0,Attachments
470,2023-07-15,40,0,16,12,0,"Comments, Project Creation"
896,2022-05-01,12,3,20,19,0,"Comments, Project Creation, Advanced Reports"
265,2021-04-19,25,10,48,6,0,"Attachments, Automations"
519,2020-11-15,2,0,10,12,0,"Comments, Attachments"
72,2022-12-08,44,5,37,19,0,"Attachments, API Access"
218,2024-02-10,20,3,19,4,0,"Task Creation, Automations, Permission Control"
317,2022-12-05,3,0,21,6,0,"Task Creation, Comments, Attachments"
399,2022-12-27,33,2,77,8,0,"Comments, Permission Control, Dashboards"
523,2023-04-16,34,9,27,16,0,"Task Creation, Automations, Permission Control"
775,2023-08-13,46,9,38,12,2,"Attachments, API Access"
436,2024-11-02,26,9,69,8,2,"Task Creation, API Access, Advanced Reports"
684,2024-12-09,36,8,67,11,0,Attachments
389,2023-03-26,4,8,5,8,0,"Project Creation, Comments, Task Creation"
743,2020-09-25,33,8,57,16,0,"Task Creation, Project Creation, SSO, API Access"
977,2021-07-22,15,8,25,5,0,Task Creation
97,2025-03-19,49,9,52,2,4,"Attachments, SSO"
603,2022-12-04,18,2,89,3,0,"Attachments, SSO"
380,2022-02-03,10,7,61,4,0,"Project Creation, SSO"
434,2023-08-09,32,1,96,10,0,"Attachments, Comments, Automations"
339,2022-09-15,29,2,55,9,0,"Project Creation, Task Creation"
532,2024-03-30,5,0,88,7,0,"Comments, Project Creation"
297,2026-03-29,27,0,15,18,0,Attachments
140,2023-07-09,34,6,28,2,0,Attachments
431,2022-01-08,39,6,81,17,0,"Comments, Attachments, Permission Control"
542,2020-11-29,1,9,93,11,0,"Attachments, Project Creation, Advanced Reports"
513,2022-05-08,32,9,92,4,0,"Task Creation, Comments, Permission Control, Dashboards"
551,2023-03-14,44,8,38,5,1,"Task Creation, Attachments, SSO, API Access"
701,2023-05-02,19,0,83,11,0,"Attachments, Dashboards"
671,2022-02-04,12,3,66,18,0,"Attachments, Task Creation, SSO"
347,2022-07-18,29,3,45,17,3,"Attachments, Advanced Reports, SSO"
657,2023-09-13,47,5,38,10,2,"Attachments, Task Creation, Dashboards, Automations"
100,2021-11-01,40,3,29,11,3,"Project Creation, Attachments, Advanced Reports"
283,2023-01-07,45,5,41,19,0,"Attachments, Comments, Advanced Reports, SSO"
910,2024-10-29,10,5,91,2,0,"Project Creation, Attachments, Task Creation"
31,2022-08-26,17,8,22,5,5,"Task Creation, API Access, SSO"
412,2021-10-28,42,3,18,11,0,"Task Creation, SSO"
831,2021-12-13,44,8,57,19,0,"Comments, SSO"
723,2022-01-16,19,0,1,8,0,"Comments, Task Creation, Attachments"
904,2022-08-27,3,8,77,16,0,"Project Creation, Dashboards, Automations"
213,2023-06-27,31,5,4,11,0,"Attachments, Task Creation, Automations, Dashboards"
331,2020-09-16,28,8,89,10,0,"Project Creation, Attachments, Automations"
358,2023-05-01,28,2,13,9,1,"Attachments, Permission Control"
854,2024-04-07,19,9,60,2,0,Task Creation
776,2024-12-24,18,9,32,18,0,"Comments, Advanced Reports"
40,2021-05-13,11,2,86,8,0,"Task Creation, Attachments, API Access, SSO"
592,2023-02-21,6,7,43,1,0,"Attachments, Task Creation"
76,2025-01-13,7,9,33,17,0,"Attachments, Project Creation, SSO, Advanced Reports"
76,2023-09-06,15,5,71,1,0,"Comments, Attachments, API Access"
875,2022-07-15,30,10,55,9,0,Comments
535,2023-07-19,38,2,13,14,0,"Comments, Attachments, Dashboards"
96,2023-11-28,10,9,35,14,0,"Project Creation, Attachments"
971,2022-05-19,33,5,1,2,0,"Project Creation, Automations, Permission Control"
992,2022-03-11,35,4,35,4,0,"Task Creation, Attachments"
405,2023-03-25,44,9,74,20,0,"Attachments, Project Creation"
172,2024-07-06,49,0,77,20,0,"Comments, Attachments, SSO"
913,2025-02-11,12,6,9,10,0,"Project Creation, Attachments, Dashboards, Permission Control"
980,2022-11-19,32,3,33,13,0,"Task Creation, Attachments"
760,2022-05-23,15,2,89,5,0,"Task Creation, Attachments"
941,2021-12-31,33,0,60,19,4,"Project Creation, Attachments, Advanced Reports, API Access"
414,2024-05-15,30,0,52,9,0,"Task Creation, Comments, Permission Control, Dashboards"
29,2024-07-03,2,3,35,5,0,"Comments, Advanced Reports, API Access"
914,2021-06-02,42,5,57,7,0,Task Creation
180,2022-11-15,15,0,76,12,0,"Attachments, Project Creation, Dashboards, Permission Control"
265,2022-04-25,32,5,69,18,0,"Comments, Project Creation, Automations, Dashboards"
457,2023-04-09,33,1,45,3,0,"Project Creation, Attachments, Comments"
878,2023-07-14,44,2,38,17,0,"Task Creation, Comments, Permission Control"
869,2022-08-26,46,4,6,6,2,"Project Creation, Advanced Reports, API Access"
323,2023-11-24,6,0,0,15,0,"Comments, Task Creation, Project Creation"
106,2024-01-13,9,6,98,20,1,"Task Creation, Comments, Dashboards, Permission Control"
478,2022-10-02,34,7,59,6,1,"Comments, Dashboards, Permission Control"
318,2024-07-10,46,10,78,9,0,"Comments, Attachments, SSO"
791,2022-05-13,12,4,16,2,0,"Task Creation, Permission Control"
38,2024-08-23,14,4,73,2,0,"Comments, Permission Control"
672,2025-08-04,6,8,33,4,0,"Attachments, Project Creation, Dashboards, Permission Control"
717,2024-02-06,33,10,13,10,0,"Attachments, Project Creation, Dashboards, Automations"
148,2023-02-21,34,1,13,11,0,"Project Creation, Comments, Attachments"
344,2023-11-08,34,8,79,3,0,Attachments
301,2023-08-10,37,0,10,19,0,"Attachments, Permission Control, Dashboards"
18,2026-05-28,8,6,86,18,2,"Task Creation, Project Creation, Dashboards"
457,2023-06-20,26,9,7,17,0,Comments
598,2024-06-16,45,2,2,17,0,"Project Creation, Task Creation"
489,2023-09-24,34,0,45,11,0,"Attachments, Advanced Reports"
559,2023-12-11,38,2,52,10,0,"Task Creation, Automations, Dashboards"
863,2022-07-25,12,6,73,10,3,"Comments, SSO, API Access"
902,2026-12-01,2,9,5,20,0,"Attachments, Task Creation, Comments"
480,2023-01-07,35,0,21,1,0,"Project Creation, Permission Control, Automations"
924,2020-07-19,24,4,1,6,0,"Attachments, Dashboards, Automations"
811,2024-07-12,14,5,73,8,0,"Project Creation, Dashboards, Automations"
423,2023-03-18,8,3,22,5,0,"Comments, Attachments, Project Creation"
318,2026-05-14,36,5,51,12,0,"Task Creation, Project Creation, API Access, Advanced Reports"
136,2023-03-09,39,5,81,6,1,"Comments, Automations, Dashboards"
375,2023-12-05,26,3,16,18,0,"Attachments, Task Creation"
145,2022-04-08,44,5,56,3,0,"Attachments, Comments, Project Creation"
938,2023-04-17,26,6,16,1,0,Comments
89,2023-02-11,36,8,63,10,0,"Task Creation, Project Creation, Attachments"
9,2020-10-08,10,9,4,17,0,"Project Creation, Automations, Dashboards"
885,2024-10-19,27,5,31,7,0,"Comments, Project Creation, Dashboards, Permission Control"
398,2024-07-07,31,10,56,15,0,"Attachments, Comments"
229,2022-06-30,50,9,48,19,0,"Project Creation, Attachments"
841,2023-12-11,27,4,50,5,0,"Project Creation, Attachments, Advanced Reports"
762,2021-10-02,34,2,34,16,0,"Project Creation, Task Creation, Advanced Reports"
26,2023-04-06,23,3,12,18,1,"Comments, API Access"
585,2023-01-22,16,4,30,4,0,"Project Creation, Task Creation, Dashboards, Automations"
637,2025-07-01,39,1,44,12,0,"Task Creation, Comments, Project Creation"
70,2021-12-10,41,0,51,19,3,"Project Creation, Attachments, API Access, SSO"
135,2025-06-15,16,1,99,8,0,"Project Creation, Task Creation, Dashboards, Automations"
164,2023-08-17,44,1,36,5,0,"Attachments, Task Creation, Comments"
731,2023-12-26,39,0,60,17,2,"Attachments, Project Creation, Dashboards"
983,2022-12-23,35,0,7,8,0,"Task Creation, Automations, Permission Control"
862,2022-08-05,50,2,65,12,0,"Task Creation, Project Creation, Dashboards"
691,2023-04-07,44,3,89,9,0,"Project Creation, Task Creation"
103,2022-08-05,36,10,18,6,2,"Project Creation, Attachments, SSO"
551,2022-10-19,40,2,49,1,0,"Comments, Task Creation, Advanced Reports"
734,2023-12-27,29,2,25,17,0,"Attachments, Advanced Reports, API Access"
258,2023-04-19,11,5,34,1,2,"Comments, Advanced Reports, SSO"
907,2025-02-04,43,6,62,19,0,"Attachments, Automations, Dashboards"
496,2024-04-12,50,1,83,13,0,"Project Creation, Permission Control"
429,2022-01-13,47,7,34,4,0,"Project Creation, Permission Control, Dashboards"
309,2023-09-26,41,4,64,10,0,Task Creation
774,2024-04-13,0,3,73,9,0,"Task Creation, Automations"
221,2022-02-18,44,0,4,20,0,"Task Creation, Attachments, Permission Control, Dashboards"
344,2024-01-29,7,1,23,15,0,"Comments, Attachments"
451,2021-04-08,43,6,85,3,0,"Attachments, Comments, Dashboards"
927,2024-03-07,19,5,31,4,0,"Project Creation, Automations, Dashboards"
445,2020-07-30,1,1,19,13,2,"Attachments, Automations, Permission Control"
493,2021-04-27,44,2,45,20,0,"Project Creation, Task Creation, Automations"
873,2024-11-24,28,7,75,15,3,"Comments, Project Creation, SSO"
306,2026-01-30,31,1,86,18,0,"Task Creation, Comments, SSO, Advanced Reports"
670,2023-01-11,20,7,57,16,0,"Attachments, Task Creation, Comments"
815,2025-03-05,9,4,52,14,0,"Attachments, Project Creation, Comments"
327,2022-06-09,47,1,43,9,0,"Comments, Attachments, Advanced Reports"
585,2021-05-02,35,0,0,9,0,"Attachments, Automations"
484,2021-10-25,12,8,1,3,0,"Attachments, Permission Control"
799,2026-02-24,25,10,38,10,0,"Attachments, Dashboards"
589,2022-06-16,7,3,84,11,2,"Attachments, Project Creation, Dashboards"
358,2026-02-06,0,9,18,11,0,"Attachments, Automations"
725,2023-07-17,25,8,90,5,0,"Comments, Task Creation, API Access, Advanced Reports"
914,2020-04-14,8,3,26,2,0,"Task Creation, Project Creation"
633,2020-10-04,32,10,45,18,0,"Comments, Task Creation, Advanced Reports, API Access"
693,2023-12-14,20,0,66,5,0,"Task Creation, Comments, Permission Control, Dashboards"
188,2023-12-10,43,8,1,5,0,"Task Creation, Permission Control, Automations"
953,2025-06-12,34,1,39,1,0,"Task Creation, Attachments, Dashboards, Automations"
948,2023-12-20,21,6,42,9,0,"Task Creation, Attachments, Advanced Reports"
564,2022-07-08,30,5,39,4,1,"Task Creation, Project Creation, API Access, SSO"
828,2024-04-26,27,4,91,20,0,"Project Creation, Attachments"
694,2022-01-14,29,1,50,4,0,"Project Creation, Attachments, Task Creation"
882,2021-08-29,39,0,47,10,0,"Attachments, Task Creation, Project Creation"
757,2025-03-15,13,2,93,11,0,"Task Creation, Attachments"
256,2023-02-17,18,8,27,11,4,"Attachments, SSO, Advanced Reports"
119,2025-08-06,14,9,40,18,0,"Project Creation, Attachments"
265,2020-07-01,12,2,47,11,0,"Attachments, Task Creation, Automations, Permission Control"
806,2022-03-12,17,1,99,3,0,"Project Creation, Attachments, Dashboards, Permission Control"
838,2021-11-07,15,4,72,1,0,"Comments, Project Creation"
482,2024-06-04,13,8,81,19,1,"Attachments, API Access, Advanced Reports"
622,2023-04-25,24,9,82,4,1,"Comments, Task Creation, Dashboards"
638,2023-12-16,10,0,19,1,0,"Task Creation, Automations, Dashboards"
760,2021-04-30,34,8,96,7,0,Project Creation
689,2023-05-30,38,10,1,9,2,"Comments, Project Creation, Permission Control, Dashboards"
262,2024-12-04,46,10,0,9,4,"Attachments, Comments, API Access, SSO"
130,2021-07-19,18,6,39,18,0,Attachments
308,2020-05-31,22,10,83,10,0,Comments
721,2023-06-04,23,9,0,7,0,"Task Creation, Dashboards"
731,2026-03-07,8,0,25,4,0,"Task Creation, Comments, Dashboards"
755,2026-02-14,22,9,41,10,0,"Attachments, Advanced Reports, API Access"
887,2024-07-30,4,4,26,16,0,"Comments, Automations"
161,2024-08-08,50,8,82,3,5,"Comments, Task Creation, API Access"
962,2026-06-17,10,0,35,8,0,"Attachments, Comments, SSO, API Access"
802,2025-09-27,38,6,57,11,0,"Comments, SSO, Advanced Reports"
664,2026-01-11,10,5,21,12,0,"Comments, Task Creation, API Access"
450,2022-09-23,50,3,34,15,0,"Project Creation, API Access, Advanced Reports"
770,2023-12-29,7,8,53,19,0,"Task Creation, Permission Control, Automations"
685,2022-05-17,43,2,73,17,0,"Project Creation, Task Creation, Automations, Dashboards"
518,2026-05-20,50,3,83,11,0,"Attachments, Task Creation"
972,2025-02-08,32,1,10,13,0,"Comments, Attachments, Dashboards, Permission Control"
515,2026-09-21,32,9,69,5,0,"Task Creation, Automations"
773,2025-03-03,9,9,83,15,0,"Comments, Automations, Permission Control"
418,2022-05-17,1,9,72,2,0,"Task Creation, Automations, Permission Control"
6,2024-05-10,36,4,24,9,5,"Comments, Project Creation, Advanced Reports, API Access"
548,2026-09-12,33,9,92,13,0,"Comments, Attachments, Task Creation"
110,2025-10-15,0,6,57,13,0,"Project Creation, Task Creation, Dashboards"
544,2021-11-18,34,3,5,6,0,"Attachments, Comments, Advanced Reports, API Access"
345,2024-07-21,10,0,93,1,0,"Project Creation, SSO"
2,2025-04-24,15,2,70,20,0,"Task Creation, Comments, Project Creation"
907,2023-09-04,21,4,7,12,1,"Attachments, Automations, Dashboards"
461,2026-05-16,30,4,26,4,0,"Project Creation, Attachments"
718,2022-11-20,3,0,14,2,0,"Task Creation, Attachments"
698,2024-04-26,49,5,91,2,0,Task Creation
648,2020-11-05,40,10,19,20,0,"Attachments, Automations"
90,2024-12-16,8,4,2,13,0,"Comments, Permission Control, Dashboards"
212,2021-04-07,2,2,2,13,0,"Task Creation, Project Creation, Advanced Reports, SSO"
720,2024-02-14,2,2,75,16,0,"Project Creation, Comments"
751,2025-12-30,5,10,82,18,0,"Task Creation, Automations, Permission Control"
390,2020-12-09,7,8,40,3,0,"Comments, Task Creation, Attachments"
608,2024-04-30,28,9,12,4,4,"Attachments, Task Creation, Advanced Reports"
111,2022-08-25,18,1,88,17,2,"Task Creation, Project Creation, Advanced Reports"
197,2022-11-30,41,7,13,9,0,"Project Creation, Task Creation"
478,2023-09-25,34,0,8,5,0,"Task Creation, Automations"
874,2025-01-23,15,6,81,3,0,"Task Creation, Dashboards, Permission Control"
252,2024-08-02,13,0,7,7,0,"Task Creation, Comments, Advanced Reports"
661,2021-09-06,38,4,62,11,0,"Comments, Attachments, API Access, SSO"
766,2023-03-23,29,4,32,1,0,"Attachments, Comments, Permission Control, Automations"
697,2023-01-13,49,2,48,3,0,Task Creation
784,2020-12-27,27,0,9,18,0,Task Creation
395,2024-05-23,3,9,16,18,0,"Task Creation, SSO"
687,2022-11-24,9,0,78,11,1,"Attachments, Project Creation, Dashboards, Automations"
9,2022-04-02,22,8,91,16,2,"Comments, Automations, Permission Control"
288,2021-05-24,35,9,38,6,0,"Task Creation, Project Creation, API Access"
626,2023-03-07,24,5,53,1,0,"Attachments, SSO, API Access"
38,2023-06-19,10,10,23,19,0,"Comments, Attachments, Automations, Dashboards"
133,2023-02-15,2,5,57,17,2,"Comments, API Access, Advanced Reports"
535,2023-07-31,28,6,58,8,0,"Attachments, Project Creation, Automations, Permission Control"
499,2023-07-18,6,0,71,19,0,"Attachments, SSO, Advanced Reports"
957,2024-12-30,2,2,89,17,0,"Comments, API Access, Advanced Reports"
415,2023-12-14,34,5,17,8,0,"Attachments, Dashboards"
102,2024-08-27,34,9,19,10,0,"Comments, Attachments, Automations, Permission Control"
837,2023-11-16,26,5,6,11,0,"Attachments, Task Creation, Project Creation"
428,2024-11-11,50,2,68,7,0,"Attachments, Comments, API Access"
792,2022-06-25,37,7,75,13,0,"Project Creation, API Access"
111,2021-06-22,41,7,73,18,0,"Attachments, Comments, API Access"
388,2023-10-20,5,8,78,13,1,"Comments, Task Creation, Advanced Reports"
797,2025-01-21,48,4,25,14,4,"Comments, Attachments, Advanced Reports, API Access"
139,2023-05-13,18,7,59,1,0,Attachments
288,2021-11-16,12,4,31,11,0,"Comments, Attachments, Advanced Reports"
297,2023-10-18,8,6,4,15,0,Attachments
885,2025-06-08,8,5,75,15,0,"Comments, Automations, Dashboards"
337,2021-12-31,10,0,4,10,0,"Project Creation, Automations"
112,2022-05-11,17,6,77,7,4,"Comments, Task Creation, API Access, SSO"
520,2024-10-02,21,9,48,17,2,"Task Creation, Dashboards, Automations"
415,2023-12-02,8,0,4,4,0,"Project Creation, Attachments, Automations"
711,2023-06-16,10,2,38,20,0,"Project Creation, Attachments, Automations, Dashboards"
616,2024-03-30,28,0,67,16,4,"Attachments, API Access, SSO"
127,2023-06-22,27,9,100,7,1,"Task Creation, Attachments, SSO"
42,2024-12-16,47,2,37,6,0,"Comments, Project Creation"
906,2024-03-16,17,6,84,20,3,"Comments, API Access"
688,2023-09-24,8,0,53,13,0,"Attachments, API Access"
862,2022-07-04,18,0,72,5,0,"Comments, Attachments, Dashboards"
309,2024-08-31,35,4,95,1,0,Task Creation
744,2023-12-08,49,5,71,13,0,"Comments, Attachments, Task Creation"
713,2021-12-14,11,9,59,11,0,"Task Creation, Permission Control"
525,2024-10-15,35,0,27,14,2,"Project Creation, Advanced Reports"
599,2024-09-16,37,6,54,2,0,"Attachments, Project Creation, Task Creation"
312,2023-07-17,9,7,46,8,0,"Project Creation, Attachments, Dashboards"
662,2022-08-04,35,7,76,12,0,"Task Creation, Attachments, SSO"
56,2022-12-25,28,5,9,16,0,"Project Creation, Task Creation, Dashboards"
4,2025-04-12,25,3,92,2,0,"Task Creation, Comments, Automations"
120,2024-09-17,16,1,72,11,0,"Project Creation, Dashboards, Automations"
88,2020-08-26,16,8,96,8,0,"Comments, Task Creation"
740,2023-01-27,21,7,34,19,0,"Task Creation, Permission Control"
585,2023-06-11,27,1,54,1,0,"Project Creation, Automations"
471,2020-05-04,29,10,56,19,0,"Task Creation, Automations"
375,2023-08-21,45,4,6,2,0,Attachments
956,2023-06-15,38,4,16,16,0,"Comments, Task Creation, Permission Control"
84,2024-05-04,49,9,55,7,0,Project Creation
343,2021-05-12,8,4,94,5,0,"Project Creation, SSO, API Access"
482,2023-07-19,10,6,95,12,0,"Comments, Project Creation, API Access, Advanced Reports"
27,2024-05-12,49,1,93,17,0,"Attachments, Project Creation, Permission Control, Dashboards"
886,2023-02-08,46,6,89,20,0,"Project Creation, Comments, Permission Control, Automations"
811,2024-03-04,36,9,22,9,0,"Attachments, Dashboards"
561,2023-08-25,30,3,33,4,0,"Project Creation, Attachments, Comments"
163,2026-04-14,43,5,33,1,2,"Attachments, SSO"
417,2025-04-27,20,2,50,11,2,"Project Creation, Task Creation, SSO"
629,2024-02-13,19,4,11,4,1,"Project Creation, Attachments, API Access"
487,2023-09-06,35,10,20,18,2,"Task Creation, Dashboards, Permission Control"
365,2023-10-03,24,2,84,1,0,"Project Creation, Comments"
842,2022-07-11,9,4,60,1,1,"Task Creation, Attachments, Dashboards, Automations"
619,2022-02-28,4,1,66,11,3,"Task Creation, SSO, Advanced Reports"
760,2021-02-19,4,1,31,12,0,"Task Creation, Attachments, Comments"
296,2022-07-04,12,1,80,2,0,"Comments, Permission Control, Dashboards"
880,2020-04-15,33,4,32,7,5,"Project Creation, Advanced Reports, API Access"
651,2023-06-25,20,7,39,10,0,"Comments, Task Creation, Attachments"
122,2022-01-09,22,0,38,17,0,"Comments, SSO"
867,2022-01-03,36,6,54,10,0,"Comments, Task Creation"
304,2022-05-27,15,5,43,18,0,"Attachments, Task Creation, Advanced Reports"
131,2021-12-14,21,5,3,3,0,"Task Creation, Automations"
263,2024-11-10,4,7,25,10,1,"Comments, Dashboards"
106,2024-11-22,1,7,28,16,0,"Comments, Task Creation, Permission Control"
776,2024-05-30,40,7,94,2,1,"Project Creation, API Access, Advanced Reports"
969,2025-01-20,23,0,37,8,5,"Project Creation, Advanced Reports, API Access"
342,2022-01-03,7,5,16,2,2,"Project Creation, Attachments, Dashboards, Automations"
508,2023-10-19,46,5,85,18,5,"Task Creation, Attachments, SSO"
282,2022-02-14,2,5,57,5,5,"Project Creation, Advanced Reports, SSO"
756,2022-06-04,41,6,4,8,0,"Comments, Task Creation, Advanced Reports"
798,2023-04-17,16,8,1,4,0,"Attachments, Task Creation"
843,2022-03-19,23,8,86,3,0,"Task Creation, Attachments, API Access, Advanced Reports"
662,2024-03-09,19,2,51,12,4,"Project Creation, Comments, SSO"
433,2023-12-21,2,1,31,13,0,"Project Creation, Comments"
176,2024-05-18,48,5,40,11,0,"Attachments, Advanced Reports"
584,2022-12-13,13,1,47,13,0,"Comments, Advanced Reports, API Access"
608,2026-10-05,4,7,51,3,5,"Attachments, API Access, SSO"
759,2024-05-08,24,7,49,18,0,"Task Creation, Comments"
245,2020-05-21,9,4,100,5,3,"Comments, Advanced Reports"
251,2023-07-24,33,9,15,17,0,"Task Creation, SSO"
