customer_id,event_date,logins_last_week,projects_created,finished_tasks,active_users,num_opened_tickets,most_used_features
386,2023-12-01,42,7,69,14,3,"Attachments, Task Creation, API Access, Advanced Reports"
752,2022-12-17,30,9,61,5,1,"Attachments, Task Creation, Comments"
857,2023-10-23,47,6,20,12,0,"Attachments, Permission Control, Automations"
956,2023-02-24,44,9,23,16,0,"Task Creation, Comments"
857,2024-12-08,49,1,44,7,0,"Project Creation, Dashboards, Automations"
81,2020-09-11,11,3,10,2,0,Task Creation
51,2021-06-25,47,6,34,19,0,Attachments
38,2025-12-04,27,2,31,8,0,"Project Creation, Automations"
479,2022-02-26,28,5,13,7,0,"Project Creation, Comments, Automations, Dashboards"
649,2021-08-09,7,1,12,9,0,"Task Creation, Project Creation, Automations"
273,2025-08-04,35,1,37,18,0,"Project Creation, Attachments, Task Creation"
601,2024-04-04,29,8,74,8,2,"Project Creation, Advanced Reports, API Access"
849,2021-06-21,28,7,6,16,0,"Attachments, Task Creation"
19,2022-07-23,29,4,74,1,5,"Attachments, Task Creation, API Access, Advanced Reports"
354,2023-11-13,4,9,65,10,4,"Attachments, Project Creation, Advanced Reports"
869,2026-01-27,39,1,60,7,1,"Attachments, SSO"
260,2023-01-29,1,1,56,3,0,Project Creation
53,2021-03-25,19,8,92,13,0,"Comments, Dashboards, Automations"
885,2021-10-28,14,4,34,18,0,"Project Creation, Task Creation, Permission Control"
769,2023-04-11,3,5,56,14,0,"Comments, Automations, Permission Control"
787,2026-02-13,16,0,37,14,2,"Project Creation, Automations"
1,2023-10-17,21,3,52,9,0,"Task Creation, Project Creation, Dashboards"
455,2021-09-04,36,0,72,1,0,"Task Creation, Attachments, SSO, API Access"
289,2021-04-20,2,1,33,14,1,"Project Creation, Task Creation, API Access, SSO"
347,2021-01-21,11,5,44,13,0,"Project Creation, Comments, Permission Control, Dashboards"
191,2021-03-31,5,3,6,6,1,"Comments, Permission Control"
902,2021-04-04,49,2,35,7,4,"Task Creation, Attachments, SSO, Advanced Reports"
132,2021-04-30,48,1,9,8,0,"Comments, Project Creation, Task Creation"
285,2021-10-02,9,3,88,16,0,"Attachments, Task Creation"
838,2022-11-04,25,1,38,16,0,"Project Creation, Comments, SSO, API Access"
599,2023-09-23,9,6,100,14,0,"Attachments, SSO, API Access"
101,2022-07-17,33,9,1,19,2,"Task Creation, Attachments, API Access"
825,2023-02-09,34,5,2,19,0,Task Creation
158,2020-06-10,41,5,12,14,0,"Task Creation, Comments, SSO, Advanced Reports"
958,2021-04-17,20,7,6,16,0,"Attachments, Comments, SSO"
769,2023-04-26,33,9,4,13,0,"Comments, Attachments, Automations"
831,2026-03-26,27,1,84,12,0,"Attachments, Project Creation, Permission Control"
893,2023-05-05,40,2,16,9,0,"Task Creation, API Access"
647,2020-10-14,0,8,2,20,1,"Task Creation, Project Creation, Permission Control"
924,2024-11-06,49,1,23,20,0,"Project Creation, Dashboards, Permission Control"
216,2022-10-16,25,2,35,5,0,Comments
634,2024-07-03,32,3,3,20,0,"Attachments, Project Creation, Task Creation"
534,2023-10-29,24,0,55,7,0,"Task Creation, API Access"
977,2020-03-17,10,3,84,8,0,"Comments, Attachments, Project Creation"
591,2026-05-14,30,1,25,16,0,"Comments, Permission Control, Automations"
104,2022-04-02,0,4,1,9,0,"Task Creation, Attachments, Advanced Reports"
173,2024-06-19,0,2,44,17,0,"Attachments, Project Creation, Permission Control, Dashboards"
88,2024-06-16,21,5,46,19,0,"Project Creation, Permission Control"
295,2024-03-01,46,2,23,6,0,"Attachments, Project Creation, SSO"
270,2024-03-31,22,3,51,16,0,"Attachments, SSO"
152,2023-06-14,13,9,30,16,0,"Comments, Task Creation, Dashboards, Automations"
579,2021-11-13,27,4,73,19,5,"Comments, API Access, SSO"
931,2023-11-16,48,2,51,16,0,"Project Creation, Comments, Automations, Dashboards"
300,2022-10-26,12,9,84,6,2,"Project Creation, Attachments, Dashboards, Permission Control"
565,2023-08-04,4,5,25,3,0,Attachments
19,2021-06-11,29,4,26,15,0,"Attachments, Advanced Reports"
865,2022-10-23,10,2,36,18,0,"Task Creation, Project Creation, Comments"
455,2021-08-28,49,0,20,15,2,"Task Creation, SSO, Advanced Reports"
233,2022-06-24,2,4,39,19,0,Project Creation
915,2024-07-24,41,6,87,9,0,"Attachments, Project Creation, Task Creation"
860,2023-07-07,33,9,67,4,0,"Project Creation, API Access, Advanced Reports"
934,2024-10-21,24,3,34,13,0,"Project Creation, Task Creation, Dashboards"
487,2022-01-27,48,2,30,5,0,"Project Creation, Comments, Attachments"
694,2024-12-22,26,0,48,13,0,"Task Creation, Project Creation, Dashboards, Automations"
666,2022-08-17,48,4,96,3,0,"Comments, Project Creation"
908,2023-08-15,36,5,58,11,0,"Comments, Task Creation, Permission Control"
960,2022-07-03,48,2,42,15,0,"Comments, Project Creation"
838,2022-11-13,9,5,41,13,0,"Task Creation, Project Creation, Advanced Reports"
10,2025-10-11,9,1,52,20,0,"Task Creation, Advanced Reports, SSO"
667,2024-11-09,8,9,81,15,0,Comments
850,2025-08-17,37,1,24,11,0,"Attachments, Project Creation, Task Creation"
726,2026-06-03,29,7,96,15,0,Task Creation
774,2022-10-03,20,0,13,5,1,Comments
588,2023-10-24,50,7,38,4,5,"Project Creation, Attachments, Advanced Reports, API Access"
971,2024-12-19,38,1,48,11,0,"Attachments, Project Creation, API Access, SSO"
192,2021-06-18,44,8,81,2,0,"Project Creation, Dashboards"
902,2021-09-08,45,1,45,7,5,"Task Creation, API Access, Advanced Reports"
269,2024-12-28,26,2,85,11,0,"Comments, Attachments"
296,2024-11-15,1,4,78,13,3,"Task Creation, API Access"
156,2021-03-22,33,7,10,8,0,"Task Creation, Attachments"
373,2021-12-08,42,3,11,9,0,"Task Creation, Permission Control, Dashboards"
541,2023-09-17,14,4,20,9,1,Attachments
376,2025-02-11,36,7,59,15,0,"Comments, Dashboards"
890,2023-12-04,13,7,28,14,0,"Attachments, Task Creation, Automations"
324,2023-02-02,17,6,100,2,0,"Task Creation, Comments"
37,2023-08-26,17,8,13,7,0,"Comments, Project Creation, Task Creation"
613,2020-10-08,12,4,90,20,2,"Attachments, Comments, API Access"
167,2021-01-30,21,3,22,10,0,Attachments
957,2021-01-24,23,5,89,13,0,"Task Creation, SSO, API Access"
859,2024-04-10,32,6,91,19,5,"Comments, API Access, Advanced Reports"
687,2026-06-30,41,10,70,20,0,"Attachments, Permission Control, Automations"
816,2026-02-11,5,0,15,16,0,"Comments, Task Creation, Attachments"
261,2025-08-30,25,9,12,13,0,"Project Creation, Automations, Permission Control"
877,2024-10-19,33,0,0,18,0,"Task Creation, Advanced Reports, SSO"
420,2022-11-25,18,3,21,20,0,"Comments, Task Creation"
151,2025-03-21,28,3,56,12,0,"Attachments, Task Creation, Comments"
829,2022-05-19,1,1,47,18,0,"Comments, SSO"
410,2024-04-04,25,6,97,13,0,"Project Creation, API Access, SSO"
115,2023-05-09,4,2,61,19,0,"Attachments, Task Creation, Comments"
955,2023-04-14,7,2,17,3,0,"Attachments, Task Creation, Advanced Reports, SSO"
353,2024-01-15,5,8,34,12,0,"Comments, Project Creation, Permission Control, Automations"
299,2022-07-12,48,6,24,12,0,"Comments, Automations, Dashboards"
707,2020-08-17,5,2,18,1,0,"Attachments, Comments, Automations, Permission Control"
360,2024-09-20,39,4,64,19,3,"Project Creation, Comments, API Access"
607,2023-01-25,44,9,1,18,0,"Project Creation, Automations, Dashboards"
104,2021-05-09,23,2,67,12,0,"Project Creation, Task Creation, Advanced Reports, SSO"
852,2023-07-06,8,5,45,19,0,Attachments
828,2024-07-15,40,4,75,7,0,Project Creation
729,2024-10-25,16,6,58,5,0,Comments
731,2024-02-02,36,0,60,17,0,"Project Creation, Attachments, Comments"
504,2022-02-17,37,1,60,16,0,"Attachments, Task Creation, Advanced Reports, API Access"
789,2024-04-27,40,2,8,1,0,"Project Creation, Comments"
972,2023-06-07,49,5,18,11,4,"Attachments, API Access, SSO"
215,2023-07-19,47,1,84,12,0,"Task Creation, Comments, Permission Control, Dashboards"
525,2023-12-29,10,10,78,1,0,"Task Creation, Comments, Permission Control"
248,2024-02-17,48,1,54,1,0,"Project Creation, Comments, SSO, Advanced Reports"
244,2023-01-05,10,2,90,6,2,"Comments, API Access"
882,2022-06-25,43,9,52,2,0,"Attachments, SSO"
333,2021-10-14,19,5,97,10,0,"Comments, Attachments, API Access, SSO"
149,2024-10-25,38,5,97,6,0,"Comments, Dashboards, Permission Control"
386,2023-09-22,47,3,63,9,4,"Project Creation, Advanced Reports, SSO"
852,2022-08-20,41,10,26,9,0,Task Creation
232,2022-08-15,0,6,94,9,0,"Comments, Attachments, Project Creation"
370,2021-05-19,7,1,69,10,0,"Comments, Attachments"
421,2022-11-21,32,2,92,14,0,"Task Creation, Advanced Reports"
610,2020-08-12,30,0,21,14,0,"Task Creation, Permission Control"
448,2025-04-03,17,1,11,7,0,"Comments, Task Creation, Automations"
178,2021-10-16,4,3,32,6,0,"Project Creation, Attachments"
184,2021-08-09,50,9,31,10,1,Comments
359,2023-06-24,3,9,17,18,0,"Project Creation, Attachments, Dashboards, Automations"
634,2025-03-12,10,1,27,1,0,"Project Creation, Attachments, Task Creation"
255,2020-07-04,33,6,35,12,1,"Project Creation, API Access, Advanced Reports"
551,2022-08-27,22,4,66,20,1,"Project Creation, SSO, Advanced Reports"
504,2024-12-28,50,2,19,8,4,"Comments, SSO"
201,2022-01-11,31,9,19,5,1,"Task Creation, Project Creation, API Access, SSO"
74,2024-09-26,18,6,47,17,0,"Attachments, Comments, Automations, Dashboards"
398,2025-08-22,39,1,32,18,0,"Project Creation, Task Creation, Permission Control, Automations"
916,2024-02-23,20,9,15,5,0,"Attachments, Project Creation, API Access, Advanced Reports"
791,2022-04-28,34,6,37,6,0,Attachments
692,2024-01-10,37,5,49,6,0,"Attachments, Project Creation, Permission Control, Dashboards"
73,2023-09-21,18,10,83,7,0,"Comments, Project Creation, Automations, Permission Control"
949,2023-05-11,15,0,75,7,2,"Comments, Task Creation, Automations, Permission Control"
161,2024-04-20,37,1,12,7,0,"Attachments, Task Creation, Advanced Reports, SSO"
480,2021-04-12,26,5,31,3,0,Project Creation
604,2023-12-15,6,5,97,14,0,"Comments, Project Creation"
683,2024-05-18,16,1,76,8,0,"Project Creation, Comments, Task Creation"
686,2023-11-05,17,9,90,8,0,"Task Creation, Project Creation, SSO, API Access"
779,2025-12-25,26,1,35,3,0,Task Creation
774,2021-01-22,14,5,32,6,0,"Project Creation, Attachments, Task Creation"
879,2023-02-01,39,8,42,18,0,"Project Creation, API Access, Advanced Reports"
339,2023-04-12,43,1,80,9,0,"Attachments, Project Creation"
570,2021-09-23,44,6,92,3,0,"Attachments, Comments, SSO"
95,2025-11-23,16,7,60,6,0,"Attachments, Permission Control"
981,2022-11-15,40,9,5,19,5,"Attachments, API Access, SSO"
834,2024-08-07,5,10,23,15,0,"Attachments, Comments"
835,2023-01-10,8,8,39,13,0,"Attachments, Comments, Dashboards"
5,2025-03-03,40,3,23,15,0,"Task Creation, Comments, Permission Control"
350,2022-06-19,47,5,85,1,0,Comments
784,2024-04-04,10,8,58,16,0,"Comments, API Access, Advanced Reports"
482,2022-02-06,10,5,27,9,0,"Attachments, Comments"
185,2023-10-29,36,8,93,11,0,"Project Creation, API Access, Advanced Reports"
32,2023-09-13,41,3,45,10,4,"Project Creation, Attachments, SSO"
302,2024-08-01,28,9,17,13,0,"Comments, Advanced Reports, API Access"
661,2024-08-21,29,5,16,8,0,"Task Creation, Project Creation, Comments"
538,2020-07-31,14,8,60,10,0,"Attachments, Dashboards"
470,2025-01-01,40,4,57,4,1,Comments
795,2022-10-28,26,0,47,17,1,"Project Creation, Attachments, Automations, Dashboards"
674,2021-01-21,5,1,18,12,0,"Attachments, Comments, Dashboards"
389,2023-10-21,0,5,96,8,2,"Comments, Attachments, SSO"
9,2020-11-02,5,1,77,2,0,"Task Creation, Attachments, Advanced Reports"
784,2024-05-28,8,7,72,10,5,"Attachments, SSO, API Access"
687,2024-02-06,20,10,75,16,0,"Comments, Attachments, Permission Control, Dashboards"
920,2024-02-08,33,6,77,19,5,"Attachments, SSO"
117,2024-03-02,15,5,58,3,0,"Comments, Project Creation, SSO"
178,2023-07-27,19,0,36,15,0,"Task Creation, Attachments, Project Creation"
470,2025-10-01,0,6,7,15,0,Comments
270,2023-05-03,44,5,46,16,0,"Attachments, Advanced Reports"
229,2022-07-09,31,2,25,20,0,"Attachments, Task Creation, SSO, Advanced Reports"
21,2023-09-18,27,6,33,14,0,"Attachments, Comments"
316,2023-03-13,34,10,66,7,0,"Project Creation, Comments, Permission Control"
778,2024-10-14,35,2,8,14,1,Comments
996,2023-08-23,34,8,27,4,0,Project Creation
368,2022-10-14,44,6,61,1,0,"Attachments, Advanced Reports, SSO"
393,2025-06-12,15,6,84,16,0,"Task Creation, Automations, Dashboards"
362,2023-05-19,26,2,2,2,0,"Comments, SSO"
77,2020-09-14,38,0,75,5,0,"Comments, Project Creation, Attachments"
353,2026-05-23,40,0,8,1,0,"Comments, Task Creation, Permission Control"
83,2023-05-05,22,4,51,5,0,Attachments
450,2023-01-16,23,3,72,7,0,"Project Creation, Dashboards, Permission Control"
45,2022-09-21,19,9,23,12,0,"Project Creation, Attachments"
132,2023-05-08,33,10,5,9,0,"Task Creation, Attachments"
656,2023-01-25,36,7,62,10,0,"Comments, Task Creation, Permission Control, Dashboards"
930,2024-10-24,34,10,40,18,2,"Comments, Permission Control"
474,2023-02-02,40,5,35,11,5,"Project Creation, Comments, API Access"
137,2024-06-08,24,4,38,6,1,"Project Creation, Attachments, Advanced Reports"
247,2022-11-17,35,8,35,3,0,"Project Creation, Comments"
612,2022-01-29,40,9,77,10,0,"Comments, Task Creation, Attachments"
306,2025-04-17,17,2,91,16,0,"Attachments, Project Creation, Task Creation"
900,2026-03-09,14,9,99,1,1,"Project Creation, Permission Control, Automations"
694,2024-12-01,34,4,94,9,0,"Task Creation, Automations, Permission Control"
192,2020-10-01,41,2,35,1,0,"Attachments, Automations, Dashboards"
723,2023-09-03,16,6,55,19,0,"Task Creation, SSO, API Access"
457,2022-01-15,36,9,59,19,1,"Project Creation, API Access, SSO"
220,2020-12-08,16,1,35,8,0,Project Creation
874,2023-12-30,41,0,15,4,0,"Comments, Attachments, Permission Control, Dashboards"
25,2025-07-08,20,9,95,12,0,"Attachments, Comments, SSO, Advanced Reports"
459,2022-01-14,24,9,48,16,0,"Comments, Attachments"
227,2021-02-28,32,5,70,12,0,"Comments, Task Creation, Dashboards, Automations"
907,2022-04-12,2,7,26,18,0,"Project Creation, Comments, Dashboards"
102,2022-04-19,16,7,31,11,0,"Project Creation, Attachments, Comments"
77,2021-01-25,16,3,48,19,0,"Comments, Project Creation"
576,2026-05-02,20,2,14,17,0,"Comments, Permission Control, Dashboards"
980,2023-06-27,32,6,11,11,0,Attachments
33,2022-05-12,2,8,19,9,0,"Attachments, Project Creation, API Access"
219,2021-10-13,21,5,39,17,1,"Project Creation, Attachments, Dashboards, Automations"
440,2023-06-20,12,7,70,19,0,"Comments, Advanced Reports, API Access"
302,2024-08-13,10,9,36,1,3,"Project Creation, Comments, Advanced Reports, SSO"
674,2021-03-25,16,3,79,16,2,"Task Creation, Automations"
78,2025-02-28,34,4,77,7,0,"Project Creation, Dashboards"
912,2020-05-21,24,10,96,9,0,Task Creation
296,2026-01-06,45,2,35,8,0,"Attachments, Task Creation, SSO"
325,2025-03-29,36,6,43,16,5,"Attachments, Project Creation, SSO"
27,2024-02-06,21,5,53,7,0,"Comments, Project Creation, Automations"
773,2023-12-28,29,10,45,12,0,"Task Creation, Project Creation, Attachments"
549,2023-09-07,14,3,10,8,0,"Attachments, Task Creation, Comments"
274,2024-03-21,37,10,77,12,0,"Task Creation, SSO"
49,2022-01-12,47,8,25,11,0,Project Creation
38,2024-07-30,35,9,45,14,0,"Task Creation, Comments, Permission Control, Dashboards"
495,2022-11-12,0,4,40,13,0,"Task Creation, Automations"
193,2022-05-08,32,0,55,16,0,"Task Creation, Attachments, Advanced Reports"
901,2025-06-27,0,7,36,4,0,"Comments, Attachments, Task Creation"
82,2026-01-05,3,5,84,16,3,"Comments, Advanced Reports, SSO"
961,2025-06-07,11,2,37,6,0,Comments
28,2024-02-21,13,6,79,18,1,"Task Creation, Automations, Dashboards"
922,2023-01-25,30,6,34,4,0,Task Creation
569,2021-02-08,50,9,43,1,0,"Comments, Dashboards, Automations"
509,2026-03-25,9,7,57,5,0,"Attachments, SSO, API Access"
82,2026-11-11,15,2,33,11,4,"Attachments, Advanced Reports"
311,2024-02-22,48,2,70,6,0,"Project Creation, Attachments, Comments"
753,2025-02-06,47,2,43,2,0,"Comments, Task Creation, Dashboards"
83,2021-08-02,33,10,1,7,0,"Project Creation, Attachments"
510,2021-03-20,27,4,28,1,0,"Task Creation, Attachments, Permission Control"
122,2025-11-02,8,5,75,1,0,"Attachments, Automations, Permission Control"
309,2024-04-07,3,9,68,1,0,"Task Creation, Advanced Reports"
564,2024-10-04,27,2,92,19,0,"Comments, Task Creation, SSO"
206,2021-02-05,39,2,12,3,0,Project Creation
126,2021-09-29,9,3,41,8,0,"Project Creation, SSO, API Access"
419,2020-12-19,32,9,85,7,0,"Project Creation, Task Creation"
692,2024-09-22,3,0,60,11,2,"Task Creation, Project Creation, Automations"
636,2024-04-07,10,1,66,14,2,"Comments, API Access, SSO"
861,2024-01-10,46,3,47,16,0,"Attachments, API Access, SSO"
68,2023-08-08,45,9,59,12,3,"Attachments, Task Creation, Advanced Reports"
100,2023-06-05,10,5,69,15,1,"Task Creation, API Access"
28,2021-09-13,16,2,28,14,0,"Comments, Project Creation, Permission Control, Dashboards"
991,2021-12-06,0,7,25,18,1,Project Creation
91,2024-06-26,34,10,66,19,0,"Attachments, Comments, Advanced Reports"
955,2025-08-23,13,4,58,11,0,"Attachments, API Access"
499,2023-05-16,18,3,44,3,0,"Project Creation, Task Creation, Attachments"
761,2025-03-02,12,6,51,7,0,"Comments, Automations"
904,2023-03-12,8,1,59,11,5,"Task Creation, Attachments, API Access"
419,2021-09-07,33,9,18,2,0,"Comments, Task Creation"
381,2023-07-07,12,7,5,14,0,"Attachments, Dashboards"
351,2023-06-21,8,0,11,13,0,Attachments
933,2020-08-27,39,8,76,12,0,"Attachments, Task Creation, Project Creation"
59,2022-08-10,1,10,64,12,2,"Comments, Task Creation, Advanced Reports"
960,2021-10-10,23,6,68,12,0,Task Creation
713,2021-10-04,10,9,98,13,0,"Attachments, Task Creation"
119,2022-06-12,17,8,56,1,0,"Comments, Task Creation, Automations, Permission Control"
337,2025-02-06,10,5,30,9,0,"Task Creation, Comments, SSO"
738,2025-06-01,41,0,86,17,0,"Comments, Automations, Permission Control"
568,2024-07-01,11,2,69,20,0,"Task Creation, Comments"
136,2023-07-20,25,4,8,8,0,"Task Creation, Comments"
845,2023-02-04,29,0,83,18,0,"Comments, Attachments, Dashboards, Permission Control"
326,2026-02-12,21,7,28,10,0,"Attachments, Project Creation, Automations"
450,2024-02-26,38,6,62,7,0,"Task Creation, Automations"
443,2022-06-12,1,5,78,11,0,"Project Creation, Task Creation, Comments"
420,2020-12-28,40,7,20,12,0,Task Creation
282,2021-05-20,46,10,55,14,0,Attachments
205,2021-06-20,26,2,46,14,0,"Comments, Task Creation, Permission Control"
788,2021-11-05,11,7,22,6,0,"Comments, SSO, Advanced Reports"
613,2023-02-19,24,1,78,3,0,"Task Creation, Project Creation, API Access, Advanced Reports"
841,2020-06-21,34,5,0,18,5,"Attachments, Advanced Reports"
498,2024-03-05,2,4,48,1,0,"Project Creation, Task Creation, API Access, Advanced Reports"
867,2026-06-07,11,3,66,14,0,"Attachments, SSO"
398,2024-10-05,0,2,100,19,0,"Attachments, Task Creation, Automations, Permission Control"
425,2024-09-26,42,5,73,3,0,"Task Creation, SSO, Advanced Reports"
285,2021-12-20,34,2,49,4,0,"Comments, Attachments"
53,2023-08-06,29,0,80,12,2,"Comments, Permission Control"
412,2025-06-29,24,9,22,18,0,"Comments, Attachments, Task Creation"
225,2023-10-03,18,7,43,14,2,"Project Creation, Dashboards"
329,2023-08-14,25,3,83,2,5,"Attachments, Advanced Reports, SSO"
694,2023-08-29,42,5,83,6,0,"Project Creation, Task Creation, Dashboards"
966,2022-10-16,49,0,60,19,0,"Task Creation, Automations, Permission Control"
524,2024-10-12,10,0,70,7,3,"Comments, API Access"
598,2026-04-16,42,9,81,14,0,"Task Creation, Permission Control"
968,2022-05-29,10,1,33,10,0,"Comments, Project Creation, Attachments"
249,2023-05-26,29,8,35,3,0,"Comments, Project Creation, Attachments"
543,2026-06-29,31,3,5,15,5,"Attachments, Project Creation, SSO"
110,2024-12-25,3,3,95,17,5,"Project Creation, Comments, Advanced Reports"
976,2024-03-01,40,10,29,19,0,"Comments, Attachments, Advanced Reports, API Access"
150,2023-04-23,8,5,50,7,0,"Comments, Project Creation, Task Creation"
39,2023-02-15,19,7,21,14,0,"Project Creation, Automations"
852,2021-09-23,24,4,79,18,0,"Project Creation, Attachments"
454,2024-10-05,38,4,86,4,1,Project Creation
302,2023-12-12,14,10,31,11,0,"Project Creation, Attachments, API Access, SSO"
340,2022-02-24,8,0,35,7,0,"Project Creation, Task Creation, Automations"
845,2023-12-11,8,0,68,7,2,"Task Creation, Attachments, Permission Control, Dashboards"
459,2022-02-12,44,6,92,5,0,Attachments
439,2023-06-08,49,8,66,16,0,"Comments, Project Creation, Permission Control"
461,2020-04-10,28,9,42,12,0,"Task Creation, Attachments"
775,2022-02-16,38,1,15,14,0,"Comments, Attachments, SSO, API Access"
549,2022-12-10,48,2,9,14,0,"Comments, Project Creation"
650,2023-03-22,11,2,68,15,0,"Project Creation, Task Creation, Permission Control, Dashboards"
716,2022-08-27,12,4,59,16,0,"Task Creation, Comments, Permission Control"
153,2025-09-07,35,1,94,14,0,"Project Creation, Attachments, Permission Control, Automations"
134,2023-04-23,2,6,69,18,0,"Comments, Attachments, Task Creation"
937,2023-10-02,23,8,20,4,0,Attachments
769,2023-07-02,5,0,18,15,0,"Attachments, Permission Control"
488,2025-10-08,24,9,60,11,0,Project Creation
589,2024-07-04,33,10,40,14,0,"Attachments, Automations"
276,2023-02-26,43,4,20,20,0,"Comments, Attachments, Project Creation"
846,2023-04-20,32,2,73,15,0,"Attachments, Advanced Reports, API Access"
171,2023-01-31,19,3,62,12,0,Comments
299,2023-03-06,50,3,13,17,2,"Task Creation, Project Creation, Automations, Permission Control"
92,2021-05-10,27,9,7,2,0,"Comments, Project Creation, Permission Control, Dashboards"
311,2024-03-28,17,7,95,5,0,"Task Creation, Comments"
417,2025-04-06,45,6,16,2,0,"Comments, Project Creation, Advanced Reports, SSO"
731,2026-01-29,36,0,46,19,0,Project Creation
371,2025-10-23,43,9,99,16,5,"Project Creation, Comments, Advanced Reports"
933,2022-04-02,18,6,43,18,0,"Attachments, Project Creation"
